"Motivo del rechazo";"Campaña";"Fecha de presupuesto";"Nº documento";"Tercero";"Descripción";"Imp. total líneas";"Importe total";"Proyecto";"Estado doc.";"Coste Materiales Previstos";"Horas Previstas";"Creado por"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"21-01-2026";"PT/26272";"SUAREZ";"ALQUILER MENSUAL ESPACIO MATERIAL PANELES DE LUZ SUAREZ";284,60;344,37;"";"Cerrado - Rechazado";1;1;"MARIA"
"";"CLIENTE RECURRENTE";"21-01-2026";"PT/26271";"ORANGE ESPAGNE";"MASORANGE.- PRIMERAS 100 PASTILLAS ";2302,00;2785,42;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"ACCION COMERCIAL";"21-01-2026";"PT/26270";"ORANGE ESPAGNE";"MASORANGE.- NUEVO ELEMENTO PASTILLA ""PROTOTIPO""";0,00;0,00;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";5;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"MAIL INFO";"21-01-2026";"PT/26269";"PELONIO PRESS, S.L. ";"PANTALLAS INTERACTIVAS ";45963,00;55615,23;"";"Cerrado - Rechazado";17035;3;"MARIA ANTON DUARTE"
"DUPLICADO";"CLIENTE RECURRENTE";"21-01-2026";"PT/26268";"COCONUT TIME EXPERIENCES, S.L.";"FACHADA IQOS MARZO";111766,69;135237,69;"";"Cerrado - Rechazado";1;1;"JULIA RODRIGUEZ LUTKINS"
"";"CLIENTE RECURRENTE";"21-01-2026";"PT/26267";"ORANGE ESPAGNE";"ID 31684 SYMOVIL, CANDELEDA, AVILA ...... A MEDIDA";2948,51;3567,70;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"20-01-2026";"PT/26266";"LOUIS VUITTON";"MONTAJE W1 MONOGRAMS - REVISITA 2026";767,00;928,07;"";"Cerrado - Pedido creado";242;3;"MARIA ANTON DUARTE"
"";"CLIENTE RECURRENTE";"20-01-2026";"PT/26265";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"KIEHL`S FACHADA MADRID";25511,62;30869,06;"";"Cerrado - Pedido creado";2437,8;301;"ADALBERTO"
"";"CLIENTE RECURRENTE";"20-01-2026";"PT/26264";"ORANGE ESPAGNE";"MASORANGE.- ENVÍO ELEMENTOS ONLY MOBILE
";120,00;145,20;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"NO SE REALIZA EL PROYECTO";"CLIENTE RECURRENTE";"19-01-2026";"PT/26263";"NAMELESS GLOBAL S.L.";"EVENTO SCALPERS";42696,93;51663,29;"";"Cerrado - Rechazado";6966,37;472;"MARIA"
"DUPLICADO";"CLIENTE RECURRENTE";"19-01-2026";"PT/26262";"COCONUT TIME EXPERIENCES, S.L.";"PLV IQOS LEVIA & TEREA";2067,53;2501,71;"";"Cerrado - Rechazado";1;1;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"19-01-2026";"PT/26261";"FUNDACION UNIVERSIDAD FRANCISCO DE VITORIA";"ROTULO LE CORDON BLUE";14206,50;17189,87;"";"Bajo evaluación";5606;71;"LAURA MUÑOZ"
"NO TIENEN PRESUPUESTO";"CLIENTE RECURRENTE";"19-01-2026";"PT/26260";"PROFIRST FRANCE";"TATCHA SEPHORA PODIUM SITES - MADRID & BARCELONA";13143,78;13143,78;"";"Cerrado - Rechazado";1869,51;83;"CRISTINAC"
"";"CLIENTE RECURRENTE";"19-01-2026";"PT/26259";"ORANGE ESPAGNE";"ID 44983 DAM (TAUSTE), 52567 EXIACOM (ZRZ), 42744 JAVA INNOVACIÓN (ZUERA) - ZARAGOZA ...... MEDICIÓN Y MONTAJE";1410,00;1706,10;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"19-01-2026";"PT/26258";"ORANGE ESPAGNE";"ELEMENTOS PARA STOCK, AEREOS JAZZTEL";0,00;0,00;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"19-01-2026";"PT/26257";"SUAREZ";"TRASERA JACOB & CO + BOVET PUENTE ROMANO";332,70;402,57;"260001/4/5/19 - SUAREZ - ENERO 2026";"Cerrado - Pedido creado";15;3;"MARIA"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"16-01-2026";"PT/26256";"ERALOGISTIC PERSONAL";"CAJAS MADERA";1169,20;1414,73;"";"Cerrado - Rechazado";132;12;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"16-01-2026";"PT/26255";"INTEGRAL ARCHITECTURE SYSTEMS, S.L.";"TIENDA FITFLOP PUERTO BANÚS";77638,70;93942,83;"";"Cerrado - Rechazado";58950;465;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"16-01-2026";"PT/26254";"ORANGE ESPAGNE";"ID 45793 OLE MI MOVIL, SEVILLA ...... REVISITA ""PRESUPUESTO ""0"" RÓTULOS";0,00;0,00;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"CLIENTE RECURRENTE";"16-01-2026";"PT/26253";"SERINT GRUPO HMY";"BYREDO MADRID";3456,50;4182,37;"";"Bajo evaluación";625;43;"ADALBERTO"
"";"CLIENTE RECURRENTE";"15-01-2026";"PT/26252";"COLEGIO SAN GABRIEL";"VINILO FECHA CARTEL";353,54;427,78;"260022 - COLEGIO SAN GABRIEL - VINILOS";"Cerrado - Pedido creado";12;1;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"15-01-2026";"PT/26251";"SUAREZ";"ESCAPARATES SAN VALENTIN 26";7852,68;9501,74;"260013/27 - SUAREZ - ESCAPARATE SAN VALENTIN 2026";"Cerrado - Pedido creado";565,07;110;"MARIA"
"";"CLIENTE RECURRENTE";"15-01-2026";"PT/26250";"LAST LAP S.L.";"SALA LA PELIGROSA - REBAJA";30926,05;37420,52;"";"Bajo evaluación";1;1;"LAURA MUÑOZ"
"NO TIENEN PRESUPUESTO";"RECOMENDACION";"14-01-2026";"PT/26249";"CONSULTORIA TECNICA CONTRA CAIDAS S.L.";"GENESI STAND FERIA SICUR ";9994,97;12093,91;"";"Cerrado - Rechazado";2080,79;89;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"14-01-2026";"PT/26248";"ORANGE ESPAGNE";"MASORANGE.- ENVÍO ELEMENTOS IMAGINEPRO
";39,12;47,34;"26ORANGE - ORANGE - SIMYO 2026";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"MAIL INFO";"14-01-2026";"PT/26247";"BORROMEI, S.L.";"KIOSKO CHLOÈ MADRID";56645,70;68541,30;"";"Cerrado - Rechazado";6770;787;"ADALBERTO"
"SIN RESPUESTA DE CLIENTE";"RECOMENDACION";"13-01-2026";"PT/26246";"MERYDEIS GRUPPO, S.L";"MODULOS ANKER";85917,28;103959,91;"";"Cerrado - Rechazado";15860;891;"ADALBERTO"
"";"CLIENTE RECURRENTE";"13-01-2026";"PT/26245";"IPMARK";"TOP 5 EXCELLENCE";0,00;0,00;"IPMARK26 - IPMARK - EVENTOS 2026";"Cerrado - Pedido creado";126;6;"AURELIO PULIDO"
"NO SE REALIZA EL PROYECTO";"CLIENTE RECURRENTE";"12-01-2026";"PT/26244";"NAMELESS GLOBAL S.L.";"EVENTO TOUS PLAZA FELIPE II";58259,34;70493,80;"";"Cerrado - Rechazado";22725,07;268;"MARIA"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"13-01-2026";"PT/26243";"CHEIL SPAIN S.L.";"COLUMNAS GLOBOS";716,51;866,98;"";"Cerrado - Rechazado";95;0;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"13-01-2026";"PT/26242";"CHEIL SPAIN S.L.";"TOTEM PARADIGMA EUSKATEL";3262,18;3947,24;"260015 - CHEIL - TOTEM PARADIGMA EUSKATEL";"Cerrado - Pedido creado";238;12;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"12-01-2026";"PT/26241";"SUAREZ";"LACADO PIEZAS AJEDREZ";4311,25;5216,61;"260001/4/5/19 - SUAREZ - ENERO 2026";"Cerrado - Pedido creado";212;70;"MARIA"
"";"CLIENTE RECURRENTE";"12-01-2026";"PT/26240";"SUAREZ";"SAN VALENTIN 2026";365,46;442,21;"260001/4/5/19 - SUAREZ - ENERO 2026";"Cerrado - Pedido creado";38,95;4;"MARIA"
"";"ANUNCIOS";"12-01-2026";"PT/26239";"S CAVOLI, S.L.";"EVENTO HOTEL THOMPSON";11506,49;13922,85;"260006 - S CAVOLI - EVENTO HOTEL THOMPSON";"Cerrado - Pedido creado";1349,62;58;"MARIA"
"NO TIENEN PRESUPUESTO";"MAIL INFO";"09-01-2026";"PT/26238";"PULPO PRODUCCIONES, S.L.";"EVENTO HENNESSY METROPOLITANO 1 PLANTA";227461,00;275227,81;"";"Cerrado - Rechazado";1;1;"ADALBERTO"
"DUPLICADO";"CLIENTE RECURRENTE";"07-01-2026";"PT/26237";"COCONUT TIME EXPERIENCES, S.L.";"DESMONTAJE TRASERA ESTANTERIA NESPRESSO CC L´ILLA";380,00;459,80;"";"Cerrado - Rechazado";220;0;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"22-05-2025";"PT/26236";"ORANGE ESPAGNE";"53391 ALL 4 MOVILE, IRÚN, GUIPÚZKOA ..... A MEDIDA (VINILO TRANSLÚCIDO DE PEGADO INTERIOR)";2446,73;2960,54;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"BELEN ESPEJO"
"NO SE REALIZA EL PROYECTO";"ANUNCIOS";"07-01-2026";"PT/26235";"MIIN COSMETICS, S.L.";"DISEÑO Y DESARROLLO POP UP BARCELONA BALMES";4860,00;5880,60;"";"Cerrado - Rechazado";1;90;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"05-01-2026";"PT/26234";"SUAREZ";"LACADO PIEZAS AJEDREZ";4311,25;5216,61;"";"Cerrado - Rechazado";212;70;"MARIA"
"";"CLIENTE RECURRENTE";"05-01-2026";"PT/26233";"SUAREZ";"LACADO PIEZAS AJEDREZ SHOOTING";287,50;347,88;"260001/4/5/19 - SUAREZ - ENERO 2026";"Cerrado - Pedido creado";37;4;"MARIA"
"NO SE REALIZA EL PROYECTO";"RECOMENDACION";"02-01-2026";"PT/26232";"RAUL ARROYO CARRETERO";"BORDALLO PINHEIRO - CORNER ECI CASTELLANA";170468,25;206266,58;"";"Cerrado - Rechazado";28230,59;655;"CRISTINAC"
"NO SE REALIZA EL PROYECTO";"CLIENTE RECURRENTE";"30-12-2025";"PT/26231";"COCONUT TIME EXPERIENCES, S.L.";"ESCAPARATE IQOS BILBAO";12519,00;15147,99;"";"Cerrado - Rechazado";1;1;"JULIA RODRIGUEZ LUTKINS"
"SIN RESPUESTA DE CLIENTE";"RECOMENDACION";"29-12-2025";"PT/26230";"VALUA ARTS & CRAFTS, S.L.";"BOLSA GIGANTE";7774,30;9406,90;"";"Cerrado - Rechazado";1079;94;"MARIA"
"NO TIENEN PRESUPUESTO";"RECOMENDACION";"29-12-2025";"PT/26229";"CONSULTORIA TECNICA CONTRA CAIDAS S.L.";"GENESI STAND FERIA SICUR ";19654,08;23781,44;"";"Cerrado - Rechazado";3466,23;205;"LAURA MUÑOZ"
"SIN RESPUESTA DE CLIENTE";"";"29-12-2025";"PT/26228";"THE SWATCH GROUP SPAIN";"ESCAPARATES SWATCH";8065,20;9758,89;"";"Cerrado - Rechazado";6110;1;"MARIA"
"DUPLICADO";"CLIENTE RECURRENTE";"29-12-2025";"PT/26227";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"LANCOME GODDESS 2026";63684,08;77057,74;"";"Cerrado - Rechazado";12510;755;"LAURA MUÑOZ"
"DUPLICADO";"CLIENTE RECURRENTE";"29-12-2025";"PT/26226";"SUAREZ";"ESCAPARATES RAMADAN";1971,08;2385,01;"";"Cerrado - Rechazado";197;23;"MARIA"
"";"";"26-12-2025";"PT/26225";"COCONUT TIME EXPERIENCES, S.L.";"ESCAPARATE IQOS NACIONAL ENERO";9438,05;11420,04;"250558 - COCONUT - ESCAPARATE IQOS";"Cerrado - Pedido creado";968;40;"AURELIO PULIDO"
"DUPLICADO";"";"23-12-2025";"PT/26224";"S CAVOLI, S.L.";"EVENTO HOTEL THOMPSON";56424,22;68273,31;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"ANUNCIOS";"23-12-2025";"PT/26223";"AP67 SOCIMI, S.A. / AKYDEKO ARQUITECTURA";"CAJAS DE LUZ HOTEL LEGANES";13288,20;16078,72;"";"Cerrado - Rechazado";5125,61;33;"MARIA"
"TIENEN OTRA OFERTA MEJOR";"";"23-12-2025";"PT/26222";"MA CHERIE WELLNESS YP, S.L.";"WINDOWS VINYLS - RTW & SKINCARE LOGOS";338,00;408,98;"";"Cerrado - Rechazado";30,8;2;"CAROLINA PEREZ"
"";"CLIENTE RECURRENTE";"22-12-2025";"PT/26221";"FUNDACION UNIVERSIDAD FRANCISCO DE VITORIA";"UNIVERSIDAD FRANCISCO DE VITORIA COLABORACIONES VARIAS";5067,60;6131,80;"";"Bajo evaluación";690;45;"MARIA"
"TIENEN OTRA OFERTA MEJOR";"";"22-12-2025";"PT/26220";"CHEIL SPAIN S.L.";"PITCH DISPLAY THE MOVING STYLE";72659,00;87917,39;"";"Cerrado - Rechazado";11705,5;600;"MARIA"
"NO TIENEN PRESUPUESTO";"MAIL INFO";"09-01-2026";"PT/26219";"PULPO PRODUCCIONES, S.L.";"EVENTO HENNESSY METROPOLITANO 2 PLANTAS";257760,00;311889,60;"";"Cerrado - Rechazado";1;1;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"ANUNCIOS";"22-12-2025";"PT/26218";"BE LENKA S.R.O.";"DESIGN & DEVELOPMENT ECI CORNERS SPAIN";5400,00;5400,00;"";"Cerrado - Rechazado";1;100;"ADALBERTO"
"";"";"22-12-2025";"PT/26217";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ID 50002 ZETA 2 MOBILE, VALENCIA ...... A MEDIDA";2458,50;2974,79;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"SIN RESPUESTA DE CLIENTE";"RECOMENDACION";"19-12-2025";"PT/26216";"MERYDEIS GRUPPO, S.L";"MUEBLES BASEUS METAL";22329,00;27018,09;"";"Cerrado - Rechazado";1;1;"ADALBERTO"
"DUPLICADO";"CLIENTE RECURRENTE";"17-12-2025";"PT/26215";"FUNDACION UNIVERSIDAD FRANCISCO DE VITORIA";"UNIVERSIDAD FRANCISCO DE VITORIA COLABORACION ACADEMICA SAS";661,40;800,29;"";"Cerrado - Rechazado";100;6;"MARIA"
"DUPLICADO";"";"17-12-2025";"PT/26214";"MA CHERIE WELLNESS YP, S.L.";"WINDOWS VINYLS - RTW & SKINCARE LOGOS";176,50;213,57;"";"Cerrado - Rechazado";30,8;2;"MARIA ANTON DUARTE"
"";"";"17-12-2025";"PT/26213";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ID 55858 ZAFIRO TOURS, SAN CLEMENTE, CUENCA ...... A MEDIDA ""PRESUPUESTO 0""";0,00;0,00;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"17-12-2025";"PT/26212";"TAMACA AUTOCENTRO, S.A.";"ESPACIO TIENDA COMO EN CASA GASOLINERA - EXTRAS 2";615,00;744,15;"";"Cerrado - Pedido creado";186;4;"MARIA ANTON DUARTE"
"NO TIENEN PRESUPUESTO";"";"17-12-2025";"PT/26211";"MULTIOPTICAS";"ESCAPARATE FLAGSHIP";3837,00;4642,77;"";"Cerrado - Rechazado";776,8;40;"BELEN ESPEJO"
"SIN RESPUESTA DE CLIENTE";"RECOMENDACION";"16-12-2025";"PT/26210";"VALUA ARTS & CRAFTS, S.L.";"ROTULO LUMINOSO";5307,12;6421,62;"";"Cerrado - Rechazado";3276;1;"MARIA"
"NO TIENEN PRESUPUESTO";"";"16-12-2025";"PT/26209";"MIELE SAU";"MIELE ESCAPARATES ENERO";17556,67;21243,57;"";"Cerrado - Rechazado";3846,85;150;"MARIA"
"";"CLIENTE RECURRENTE";"16-12-2025";"PT/26208";"S CAVOLI, S.L.";"PERSONALIZACION MOSTRADOR S/CAVOLI";971,96;1176,07;"260021 - S. CAVOLI - MOSTRADOR";"Cerrado - Pedido creado";96,5;13;"MARIA"
"DUPLICADO";"";"16-12-2025";"PT/26207";"COCONUT TIME EXPERIENCES, S.L.";"VINILO SOPORTE GIRATORIO";574,44;695,07;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"NO TIENEN PRESUPUESTO";"CLIENTE RECURRENTE";"16-12-2025";"PT/26206";"INTEGRAL ARCHITECTURE SYSTEMS, S.L.";"TIENDA FITFLOP PUERTO BANÚS";128364,33;155320,84;"";"Cerrado - Rechazado";58950;465;"LAURA MUÑOZ"
"DUPLICADO";"";"16-12-2025";"PT/26205";"COCONUT TIME EXPERIENCES, S.L.";"IQOS ENERO NACIONAL";21751,38;26319,17;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"15-12-2025";"PT/26204";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ID 48565 MINE TELECOM, SAMA DE LANGREO, ASTURIAS ...... A MEDIDA";2428,58;2938,58;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"15-12-2025";"PT/26203";"VISUAL STORE";"BANDEROLA IRENE SANCHEZ";1523,20;1843,07;"";"Cerrado - Rechazado";400;17;"LAURA MUÑOZ"
"NO TIENEN PRESUPUESTO";"CLIENTE RECURRENTE";"15-12-2025";"PT/26202";"NORTH SAILS";"SOPORTES MADERA VARIOS TAMAÑOS";2672,50;3233,73;"";"Cerrado - Rechazado";853;13;"LAURA MUÑOZ"
"";"";"15-12-2025";"PT/26201";"HERMES IBERICA";"ENVIO DE MATERIAL LUCA A BARCELONA";1711,50;2070,92;"";"Cerrado - Pedido creado";555;6;"ADALBERTO"
"";"CLIENTE RECURRENTE";"15-12-2025";"PT/26200";"RALPH LAUREN ESPAÑA S.L.";"VINILO PUERTA PASEO DE GRACIA";220,25;266,50;"";"Cerrado - Pedido creado";90;1;"LAURA MUÑOZ"
"DUPLICADO";"CLIENTE RECURRENTE";"12-12-2025";"PT/26199";"COCONUT TIME EXPERIENCES, S.L.";"PLV IQOS LEVIA & TEREA";511,82;619,30;"";"Cerrado - Rechazado";1;1;"LAURA MUÑOZ"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"12-12-2025";"PT/26198";"NAMELESS GLOBAL S.L.";"AMPLIACION EVENTO TOUS PLAZA FELIPE II";29218,50;35354,39;"";"Cerrado - Rechazado";7265;236;"LAURA MUÑOZ"
"";"CLIENTE RECURRENTE";"11-12-2025";"PT/26197";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"ROTULO REGULABLE KERASTASE";1524,15;1844,22;"";"Cerrado - Pedido creado";375;14;"LAURA MUÑOZ"
"";"";"11-12-2025";"PT/26196";"STELLA MCCARTNEY SPAIN";"BACKLIGHT UV PRINTED MADRID BOUTIQUE'S LIGHTBOX DEC 2025";270,20;326,94;"";"Cerrado - Pedido creado";15;4;"CRISTINAC"
"";"";"11-12-2025";"PT/26195";"HERMES IBERICA";"MONTAJE DE PRODUCTO DE ESCAPARATE 1 DE MARBELLA";936,25;1132,86;"";"Cerrado - Pedido creado";375;1;"ADALBERTO"
"";"";"11-12-2025";"PT/26194";"IPMARK";"TOP5 EXCELLENCE DICIEMBRE";0,00;0,00;"250003 - IPMARK - EVENTOS 2025";"Cerrado - Pedido creado";76;2;"AURELIO PULIDO"
"";"";"11-12-2025";"PT/26193";"ESMA EVENTS S.L.";"AMPLIACION CENA TENDAM";1596,68;1931,98;"250544 - ESMA - CENA TEMDAM FLORIDA PARK";"Cerrado - Pedido creado";784;2;"AURELIO PULIDO"
"";"";"11-12-2025";"PT/26192";"ORANGE ESPAÑA VIRTUAL S.L.U.";"MASORANGE.- ENVÍO ELEMENTOS STAND PROPIOS
";234,72;284,01;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"10-12-2025";"PT/26191";"SUAREZ";"LOGOS SUAREZ";262,95;318,17;"250545/49 - SUAREZ - DICIEMBRE";"Cerrado - Pedido creado";30;3;"MARIA"
"";"";"10-12-2025";"PT/26190";"COCONUT TIME EXPERIENCES, S.L.";"ESCAPARATE IQOS SERRANO ENERO";20202,29;24444,77;"250558 - COCONUT - ESCAPARATE IQOS";"Cerrado - Pedido creado";5217,86;200;"AURELIO PULIDO"
"";"";"10-12-2025";"PT/26189";"MARIA DEL CARMEN ORTEGA CERVANTES";"DESPACHO ABOGADOS";2878,67;3483,19;"";"Bajo evaluación";478;20;"AURELIO PULIDO"
"SIN RESPUESTA DE CLIENTE";"ANUNCIOS";"10-12-2025";"PT/26188";"CROSS BRANDING MARKETING, S.L.";"MUEBLE PLEGABLE";2024,20;2449,28;"";"Cerrado - Rechazado";280;16;"MARIA ANTON DUARTE"
"";"";"09-12-2025";"PT/26187";"COCONUT TIME EXPERIENCES, S.L.";"VINILO ESPEJO KIKO MILANO";1324,96;1603,20;"250543 - COCONUT - VINILO ESPEJO KIKO MILANO";"Cerrado - Pedido creado";240;2;"MARIA"
"TIENEN OTRA OFERTA MEJOR";"";"09-12-2025";"PT/26186";"LAST LAP S.L.";"CAJA DE LUZ PLAZA COLON";2823,17;3416,04;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"09-12-2025";"PT/26185";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ELEMENTOS PARA STOCK SIMYO, MASMOVIL, JAZZTEL, PEPEPHONE";49972,00;60466,12;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"09-12-2025";"PT/26184";"ORANGE ESPAGNE";"ID 45793 OLE MI MOVIL, SEVILLA ...... A MEDIDA";2694,66;3260,54;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"CLIENTE RECURRENTE";"09-12-2025";"PT/26183";"IDONEA COMUNICACION, S.L.";"ESTIMACION EVENTO SOMOS INFINITOS";18275,00;22112,75;"";"Cerrado - Rechazado";4000;160;"LAURA MUÑOZ"
"TIENEN OTRA OFERTA MEJOR";"";"09-12-2025";"PT/26182";"MIIN COSMETICS, S.L.";"MOBILIARIO TIENDA CALLE PRINCESA MADRID";48312,00;58457,52;"";"Cerrado - Rechazado";11000;463;"ADALBERTO"
"";"";"05-12-2025";"PT/26181";"ORANGE ESPAGNE";"ID 55858 ZAFIRO TOURS, SAN CLEMENTE, CUENCA ...... A MEDIDA";1757,11;2126,10;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"";"23-09-2025";"PT/26180";"SERINT GRUPO HMY";"VINILO DE OBRA ALVARO MORENO TALAVERA";732,00;885,72;"250381 - SERINT - VINILO ALVARO MORENO TALAVERA";"Cerrado - Pedido creado";1;8;"ADALBERTO"
"DUPLICADO";"";"04-12-2025";"PT/26179";"COCONUT TIME EXPERIENCES, S.L.";"ESCAPARATE IQOS SERRANO ENERO";16463,90;19921,32;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"04-12-2025";"PT/26178";"COCONUT TIME EXPERIENCES, S.L.";"MUEBLE METÁLICO SOLGAR R1";7598,34;9193,99;"";"Bajo evaluación";1790,94;7;"CRISTINAC"
"";"CLIENTE RECURRENTE";"04-12-2025";"PT/26177";"IDONEA COMUNICACION, S.L.";"ENVIO MATERIAL EVENTO NB-FOODISTRICT";235,00;284,35;"";"Cerrado - Pedido creado";115;3;"LAURA MUÑOZ"
"";"";"04-12-2025";"PT/26175";"LOBANFI, S.L";"EXTRAS GASOLINERA LA BRASERÍA LA VIÑA";270,00;326,70;"OT22-22278/79 - GASOLINERA SEÑALITICA";"Cerrado - Pedido creado";200;10;"MARIA ANTON DUARTE"
"";"";"03-12-2025";"PT/26174";"ACTIMUNDI";"BASES CAROLINA HERRERA";345,75;418,36;"250539 - ACTIMUNDI - BASES CAROLINA HERRERA";"Cerrado - Pedido creado";30;2;"AURELIO PULIDO"
"NO TIENEN PRESUPUESTO";"";"03-12-2025";"PT/26173";"PRODUCCIONES Y ESPECTACULOS ONLY EVENTS";"FALDON MESA";579,15;700,77;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"03-12-2025";"PT/26172";"COCONUT TIME EXPERIENCES, S.L.";"MUEBLE SOLGAR-PURE CAN DRAGÓ - R2";8109,95;9813,04;"";"Bajo evaluación";2371,98;126;"CRISTINAC"
"";"";"03-12-2025";"PT/26171";"ROTULOS SIMON";"VINILO BODA";27,35;33,09;"250527/534 - ROTULOS SIMON - VINILOS ASEOS - BODA";"Cerrado - Pedido creado";5;1;"MARIA"
"";"";"03-12-2025";"PT/26170";"COCONUT TIME EXPERIENCES, S.L.";"MUEBLE SOLGAR-PURE CAN DRAGÓ - R1";17206,31;20819,64;"";"Bajo evaluación";2439,01;21;"CRISTINAC"
"";"";"10-12-2025";"PT/26169";"SUAREZ";"PIEZAS TAQUERIA EXTRA NAVIDAD 2025";672,35;813,54;"250545/49 - SUAREZ - DICIEMBRE";"Cerrado - Pedido creado";160;1;"MARIA"
"TIENEN OTRA OFERTA MEJOR";"";"02-12-2025";"PT/26168";"EVENTMEDIA PRODUCCIONES SL";"EVENT MEDIA PREMIERE CINE CAPITOL";4785,50;5790,46;"";"Cerrado - Rechazado";1706;29;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"02-12-2025";"PT/26167";"NAMELESS GLOBAL S.L.";"EVENTO TOUS PLAZA FELIPE II";34704,69;41992,67;"";"Cerrado - Rechazado";10000;321;"ADALBERTO"
"";"";"02-12-2025";"PT/26166";"UNIT ELEMENT, S.L. - SOMOS EXPERIENCES";"GLOBOS ROJOS Q6";1786,80;2162,03;"250530 - SOMOS EXPERIENCES - GLOBOS AUDI";"Cerrado - Pedido creado";400;6;"AURELIO PULIDO"
"";"";"01-12-2025";"PT/26165";"ROTULOS SIMON";"VINILOS ASEOS";19,68;23,81;"250527/534 - ROTULOS SIMON - VINILOS ASEOS - BODA";"Cerrado - Pedido creado";5;1;"MARIA"
"";"";"01-12-2025";"PT/26164";"ESMA EVENTS S.L.";"CENA TEMDAM FLORIDA PARK";4811,99;5822,51;"250544 - ESMA - CENA TEMDAM FLORIDA PARK";"Cerrado - Pedido creado";435;30;"AURELIO PULIDO"
"";"";"27-11-2025";"PT/26163";"FORMA STUDIO 88, S.L.";"CATENARIAS";180,00;217,80;"";"Cerrado - Pedido creado";0;3;"BELEN ESPEJO"
